identifier,A_total_imports,A_dangerous_imports_count,A_has_os_import,A_has_subprocess_import,A_has_socket_import,A_functions_defined,A_functions_called_count,A_dangerous_calls_count,A_unique_functions,A_function_density,A_file_operations_count,A_network_operations_count,A_process_spawning_count,A_code_execution_count,A_has_api_abuse,A_dynamic_types_count,A_type_confusion_risk,A_has_dynamic_operations,A_tainted_flows_count,A_sink_locations_count,A_has_tainted_sink,A_cyclomatic_complexity,A_max_nesting_depth,A_lines_of_code,A_complexity_per_line,B_avg_string_entropy,B_max_string_entropy,B_high_entropy_count,B_base64_count,B_hex_string_count,B_unicode_escape_count,B_encoded_payload_count,B_staged_execution_count,B_dynamic_import_count,B_runtime_code_gen_count,B_time_check_count,B_trigger_condition_count,B_obfuscation_method_count,B_has_identifier_obfuscation,B_anti_debug_count,B_anti_vm_count,B_env_check_count,B_total_obfuscation_score,B_total_evasion_score,B_total_logic_bomb_score,C_total_api_calls,C_unique_api_calls,C_max_call_depth,C_api_sequence_score,C_suspicious_sequence_count,C_has_suspicious_sequence,C_control_flow_complexity,C_max_nesting_depth,C_matched_signature_count,C_max_signature_confidence,C_file_and_network,C_crypto_and_network,C_persistence_behavior,C_data_exfil_behavior,C_total_behavioral_risk,label,source,package_name
enumeratiam,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.320225595718564,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,enumeratiam
equests-toolbelt,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,3.9640994214498426,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,equests-toolbelt
equests,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.709061902209305,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,equests
erquests-toolbelt,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.4507986266839183,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,erquests-toolbelt
eslenium,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.6551431436327353,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,eslenium
esqadhackedosint,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.6163573577245516,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqadhackedosint
esqadintellgtb,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.080147565202046,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqadintellgtb
esqadrandom,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.180084471328537,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,esqadrandom
esqcandygrandtool,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.159511269358728,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqcandygrandtool
esqcandyosint,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.5596107643515804,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,esqcandyosint
esqcandyosintcandy,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.254457334744411,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqcandyosintcandy
esqccinfo,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,esqccinfo
esqccpongcpu,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.172418879687987,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqccpongcpu
esqccpullvirtual,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.104826244411582,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqccpullvirtual
esqccpy,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqccpy
esqccre,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqccre
esqccreplaceintel,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.4730012002769617,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqccreplaceintel
esqccstringmask,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.6054985482572897,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqccstringmask
esqcontrollibmine,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.29171196425261,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqcontrollibmine
esqcpupipkill,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5385431349968006,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqcpupipkill
esqcpurand,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.524201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,esqcpurand
esqcraftguimine,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.3161916398137663,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,esqcraftguimine
esqcraftlibcv,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.628005748798286,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqcraftlibcv
esqcraftverhacked,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.605062957711203,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqcraftverhacked
esqcraftvirtual,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.618080006626681,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqcraftvirtual
esqcvcpupy,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5122784503788194,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqcvcpupy
esqcved,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqcved
esqcvinfogrand,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.695485948727419,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqcvinfogrand
esqcvlgtbhydra,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.73363515717138,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqcvlgtbhydra
esqcvvermask,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.51259798290484,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqcvvermask
esqencodepaypalpong,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.097760922655797,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqencodepaypalpong
esqencodereplaceproof,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.5731923327454287,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqencodereplaceproof
esqgameguiintel,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.247712934668842,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqgameguiintel
esqgameloadrandom,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.251198912750206,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqgameloadrandom
esqgamereplacetool,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.559310670959455,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqgamereplacetool
esqgamestringvm,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.55001569026478,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqgamestringvm
esqgetinfoping,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.032528517582999,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqgetinfoping
esqgetlibpyw,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2607096160919253,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,esqgetlibpyw
esqgettool,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.0973871011912775,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqgettool
esqgrandcandy,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2266303916200942,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqgrandcandy
esqgrandpyinfo,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.657481802524667,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqgrandpyinfo
esqguiload,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.524201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqguiload
esqguipippost,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.3767304758068315,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,esqguipippost
esqguiproofad,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.3035534685431713,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqguiproofad
esqguistudy,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5557452404072123,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqguistudy
esqhackedlgtbpip,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.3436356575783037,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,esqhackedlgtbpip
esqhttpreplace,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.536858811414605,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqhttpreplace
esqhttpvmurl,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.093318345391483,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqhttpvmurl
esqhydraedcc,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.553037051837268,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqhydraedcc
esqhydraproof,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2543225101905,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,esqhydraproof
esqhydraramhydra,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.378556590241971,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqhydraramhydra
esqinfohttppush,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5500156902647806,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqinfohttppush
esqinfostrosint,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.170276848111042,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,esqinfostrosint
esqintelcandyload,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.6128508326935345,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,esqintelcandyload
esqintelinfo,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.1773762827585923,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,esqintelinfo
esqintmaskgui,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5596107643515804,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqintmaskgui
esqintpaypalram,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.5915194401926644,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,esqintpaypalram
esqintrandhttp,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.248120816873776,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqintrandhttp
esqintstudyhacked,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.159511269358728,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqintstudyhacked
esqkillproofcv,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.127766612821094,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqkillproofcv
esqkillpywreplace,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2695093906595667,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqkillpywreplace
esqkillsplitpull,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,3.9203522241558875,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqkillsplitpull
esqkillultrarand,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.6450013094356746,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqkillultrarand
esqlibcontrol,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.265091930081633,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,esqlibcontrol
esqlibcpuosint,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.127766612821094,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqlibcpuosint
esqlibkill,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.402967193892305,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqlibkill
esqlibkillstr,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5385431349968006,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqlibkillstr
esqlibpost,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.4242011065708686,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,esqlibpost
esqlibtoolhttp,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.014555005626725,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,esqlibtoolhttp
esqloadvisa,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.515306171474785,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,esqloadvisa
