identifier,A_total_imports,A_dangerous_imports_count,A_has_os_import,A_has_subprocess_import,A_has_socket_import,A_functions_defined,A_functions_called_count,A_dangerous_calls_count,A_unique_functions,A_function_density,A_file_operations_count,A_network_operations_count,A_process_spawning_count,A_code_execution_count,A_has_api_abuse,A_dynamic_types_count,A_type_confusion_risk,A_has_dynamic_operations,A_tainted_flows_count,A_sink_locations_count,A_has_tainted_sink,A_cyclomatic_complexity,A_max_nesting_depth,A_lines_of_code,A_complexity_per_line,B_avg_string_entropy,B_max_string_entropy,B_high_entropy_count,B_base64_count,B_hex_string_count,B_unicode_escape_count,B_encoded_payload_count,B_staged_execution_count,B_dynamic_import_count,B_runtime_code_gen_count,B_time_check_count,B_trigger_condition_count,B_obfuscation_method_count,B_has_identifier_obfuscation,B_anti_debug_count,B_anti_vm_count,B_env_check_count,B_total_obfuscation_score,B_total_evasion_score,B_total_logic_bomb_score,C_total_api_calls,C_unique_api_calls,C_max_call_depth,C_api_sequence_score,C_suspicious_sequence_count,C_has_suspicious_sequence,C_control_flow_complexity,C_max_nesting_depth,C_matched_signature_count,C_max_signature_confidence,C_file_and_network,C_crypto_and_network,C_persistence_behavior,C_data_exfil_behavior,C_total_behavioral_risk,label,source,package_name
py-studynvidiamc,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.675737059127188,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,py-studynvidiamc
py-studypush,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.4709313162381736,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,py-studypush
py-studytoolping,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2919050774694365,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,py-studytoolping
py-supergetnvidia,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.730497891517064,3.734521664779752,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,py-supergetnvidia
py-superrandompaypal,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.115280973966384,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,py-superrandompaypal
py-sys-utils,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.1199827931301867,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,py-sys-utils
py-toollibcpu,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2266303916200942,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,py-toollibcpu
py-toolpongram,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.062174053245773,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,py-toolpongram
py-toolreplacelib,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2806106774560884,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,py-toolreplacelib
py-toolvmintel,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2508315309498474,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,py-toolvmintel
py-ultrageturl,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.4812002344417046,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,py-ultrageturl
py-ultraproofinfo,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.590648259100491,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,py-ultraproofinfo
py-ultrarandom,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.6240573772988474,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,py-ultrarandom
py-urlcandyosint,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.3436356575783037,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,py-urlcandyosint
py-urlhttphttp,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.2399542522215805,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,py-urlhttphttp
py-urlponggame,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.6622065857428088,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,py-urlponggame
py-vercraftget,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.5860532310960958,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,py-vercraftget
py-virtualpaypal,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.441056590241971,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,py-virtualpaypal
py-virtualpip,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.577004673458339,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,py-virtualpip
py-virtualpipkill,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.48741958250264,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,py-virtualpipkill
py-visagrand,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.5959313162381736,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,py-visagrand
py-visalgtb,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.592952868445837,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,py-visalgtb
py-vmvm,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.4308296010599815,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,py-vmvm
pyagme,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.222540103292582,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,pyagme
pyautogiu,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pyautogiu
pybetterascii,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.4826876874285033,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pybetterascii
pycaptchapass,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.071442221645751,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pycaptchapass
pycbytes,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.6551431436327353,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,pycbytes
pyccodestyle,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,3.9822072342803723,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pyccodestyle
pycdestyle,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,3.927862432335775,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycdestyle
pycdoestyle,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.411134686627655,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pycdoestyle
pycoddestyle,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.405718309487766,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pycoddestyle
pycodeestyle,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.1616494597968536,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pycodeestyle
pycodesstyle,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.405718309487766,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pycodesstyle
pycodestle,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.4242011065708686,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycodestle
pycodestlye,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.411134686627655,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycodestlye
pycodesttyle,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,3.9822072342803723,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycodesttyle
pycodestye,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.324201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycodestye
pycodestyel,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5557452404072123,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycodestyel
pycodestyl,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.5218393814463917,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,pycodestyl
pycodestylee,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.1616494597968536,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pycodestylee
pycodestylle,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.405718309487766,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pycodestylle
pycodestyyle,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.374264663564288,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycodestyyle
pycodesyle,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.324201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pycodesyle
pycodesytle,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5557452404072123,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycodesytle
pycodetsyle,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5557452404072123,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycodetsyle
pycodetyle,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.324201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycodetyle
pycodsetyle,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.180084471328537,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pycodsetyle
pycodstyle,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,3.9945290990024414,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycodstyle
pycoestyle,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.471839381446392,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,pycoestyle
pycolorz,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pycolorz
pycolouring,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.6011997858617577,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycolouring
pyconau-funtimes,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.203886400706654,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pyconau-funtimes
pycoodestyle,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,3.9822072342803723,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycoodestyle
pycryptdome,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5557452404072123,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycryptdome
pycrypte,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycrypte
pycrypterexe,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.207597996897621,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pycrypterexe
pycryptexe,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.4622784503788195,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pycryptexe
pycrypting,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.324201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pycrypting
pycryptodomes,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2266303916200942,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,pycryptodomes
pycryptography,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.1524426915868666,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pycryptography
pycryptro,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pycryptro
pydefender,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.067745493746057,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pydefender
pydesings,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.709061902209305,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pydesings
pydobc,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.6551431436327353,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,pydobc
pydprotect,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.324201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pydprotect
pyevasive,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pyevasive
pyezstyle,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.709061902209305,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pyezstyle
pyfilget,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pyfilget
pyg-utils,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pyg-utils
pygaame,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.6551431436327353,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,pygaame
pygae,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.4308296010599815,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pygae
pygaem,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pygaem
pygamee,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pygamee
pygamme,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,pygamme
pyggame,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pyggame
pygmae,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.6551431436327353,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,pygmae
pygradient,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.524201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,pygradient
pygrata-utils,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.084802204189582,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,pygrata-utils
